address,area,city,guest_recommendation,hotel_facilities,hotel_star_rating,latitude,longitude,property_name,property_type,site_review_count,site_review_rating,site_stay_review_rating,state,uniq_id,average_price
"80, Thadikombu road, Dindigul",Dindigul,Dindigul,66.0,Swimming Pool|Bar / Lounge |Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Gardens|Internet Access Free|Room Service (24 Hours)|Parking Facility,3,10.3740664119,77.9678752273,Hotel PVK Grand,Hotel,3.0,3.3,Service Quality::3.0|Amenities::3.3|Food and Drinks::3.3|Value for Money::4.0|Location::4.0|Cleanliness::3.3,Tamil Nadu,fa6e87d679c782070c7fd10bfb0b45ea,4000
Opp. Golden Temple Near Guru Ram Das Sarai,Golden Temple Area,Amritsar,33.0,Airport Transfer Available / Surcharge|Concierge|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Room Service (24 Hours),2,31.6246005,74.8743655,Hotel Rajdarbar,Hotel,6.0,1.7,Service Quality::1.4|Amenities::1.4|Food and Drinks::1.0|Value for Money::1.4|Location::2.4|Cleanliness::1.0,Punjab,28ffcede5f63f696cc43fd71abe6a3e7,2600
"208, 2nd Floor, Ozone Plaza, Bank More Road, Bank More, Dhanbad - 826001, Beside SBI Bank",Bank More,Dhanbad,100.0,,1,23.7880937,86.418098,HOTEL RAINBOW REGENCY,Hotel,1.0,1.0,Service Quality::1.0|Amenities::1.0|Food and Drinks::1.0|Value for Money::1.0|Location::1.0|Cleanliness::1.0,Jharkhand,55a1a64fa132e1e7f32643a11aeac4a7,1500
"D 57/60, B-1K, Sigra Siddhgiri Bagh Road",Sigra,Varanasi,80.0,Doctor on Call|Laundry Service Available|Lobby|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Taxi Services|Room Service (24 Hours),2,25.3108119,82.9900146,Hotel Rajat Grand,Hotel,99.0,3.7,Service Quality::3.7|Amenities::3.6|Food and Drinks::4.0|Value for Money::3.8|Location::3.9|Cleanliness::4.0,Uttar Pradesh,31f77e25e3466ccf0bfa0b053a38bf6b,2600
"Fort Road, Near Muncipal Council Diu, Parsiwada Diu",Bunder Chowk,Diu,88.0,Banquet Facilities|Bar / Lounge |Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Hookah Lounge|Major Credit Cards Accepted|24 Hour Front Desk|Wake-up Call / Service|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Area |Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Internet Access Free|Family Room|Baggage Room|RO Water Purification System|Restaurant|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk,2,20.715228394,70.9937279066,Hotel Palacio De Diu,Hotel,95.0,4.3,Service Quality::4.3|Amenities::4.1|Food and Drinks::4.3|Value for Money::4.2|Location::4.3|Cleanliness::4.4,Gujarat,c077e1659aff6f2c2bf35073c7bfab93,2600
"District board (D.B) Road, saharsa",District Board (D.B) Road,Saharsa,,Doctor on Call|Front Desk|24 Hour Front Desk|Room Service|Fire Safety,0,25.8834961,86.6006249,Hotel Raj Darbar,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Bihar,f27c2764e95cabd131d3f918d1ded494,800
"SCO -  244-45-46, New Road, Hamirpur, Uttar Pradesh",Karwi,Chitrakoot,100.0,Internet Access - Surcharge|Room Service (24 Hours),0,25.9548043,80.1526271,Hotel Paris,Hotel,3.0,3.3,Service Quality::2.9|Amenities::3.6|Food and Drinks::3.3|Value for Money::2.9|Location::3.3|Cleanliness::3.3,Uttar Pradesh,07c155a9210e59ed53345c94cbce2d00,800
"NH-76A, Ahmedabad-Ambaji Highway, Sabarkanta District , Near Police Station, Khedbrahma- 383255",Ring Road,Ahmedabad,,Business Center |Front Desk|Multi Cuisine Restaurant |Power Backup|Room Service (24 Hours)|Parking Facility,3,24.028333,73.041389,Hotel Raghu Chhaya,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Gujarat,c28802245dc806b8b813cd969b12485a,4000
"Munsyari- Madkot Road, View Point, Munsyari, Pithoragarh, Uttarakhand 262554",Munsiyari,Pithoragarh,,Parking Facilities Available|Front Desk|Parking Facility|Room Service|First-Aid Kit at Front Desk,1,30.0715174,80.2373401,"Hotel Pandey Lodge , Munsiyari",Resort,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttarakhand,43bb14eeeb3e66687d57801d7da0330e,1500
"The Mall , Near Library Bazaar",The Mall,Mussoorie,61.0,Doctor on Call|Games Zone|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Table Tennis|Local Tour / Travel Desk|Campfire / Bon Fire|Internet Access Free|Parking Facility|Room Service|Suites,2,30.4605031053,78.0656388158,Hotel Prince,Hotel,36.0,3.7,Service Quality::3.6|Amenities::3.5|Food and Drinks::3.7|Value for Money::3.7|Location::3.9|Cleanliness::3.5,Uttarakhand,ac589cdfa46e2dc5bb9d3e1fdbd50caa,2600
"Naryan Chawl Corner,Station Road",Station Road,Parbhani,,Internet Access - Surcharge|Open Air Restaurant / Dining,0,19.2609695,76.7747511,Hotel radhika Palace,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,2d3a88ade90e16442e3149475cab5919,800
"Gandhibagh , Agrasen Square, Central Avenue, Nagpur",Central Avenue,Nagpur,90.0,Business Center |Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Air-Conditioning - Central|Power Backup|Wake-up Call / Service|Smoking Rooms|Smoking Area |Extra Person / Child - Share the same room|Car Rental|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility,0,21.1506178782,79.1042505119,Hotel Pritam,Hotel,99.0,3.9,Service Quality::3.7|Amenities::3.7|Food and Drinks::4.1|Value for Money::4.0|Location::3.9|Cleanliness::4.2,Maharashtra,27688423462395f1e3ed6cca7902e927,800
"8495, Arakashan Road , Paharganj. 5 Minutes Walk to New Delhi Railway Station. New Delhi",Paharganj,Delhi,82.0,Airport Transfer Available / Surcharge|Business Center |Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Smoking Rooms|Electronic / Magnetic Keys|Open Air Restaurant / Dining |Car Rental|Express Laundry|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|Baggage Room|Courier Service|Guide / Sightseeing Service|Internet Access|Restaurant|Room Service|Fire Exit Signs,3,28.6458711,77.2155578,Hotel Raj,Hotel,70.0,3.7,Service Quality::3.5|Amenities::3.6|Food and Drinks::4.0|Value for Money::3.8|Location::3.7|Cleanliness::3.9,Delhi,943a0a6174ed264818817066e2e664e3,4000
"Golghar, Gorakhpur - 273001 U.P., India",Golghar,Gorakhpur,50.0,,3,26.7512143,83.3762678,HOTEL PRESIDENT,Hotel,2.0,2.5,Service Quality::2.5|Amenities::2.5|Food and Drinks::4.0|Value for Money::2.5|Location::2.5|Cleanliness::4.0,Uttar Pradesh,a2c6026e4dd3279d434499d14946db6a,4000
"1286B, J.M. Road, shivaji nagar, Opposite Bal Gandharva",Shivaji Nagar,Pune,,Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Parking (Surcharge)|STD / ISD|Room Service|First-Aid Kit at Front Desk,0,18.5229283986,73.8484517529,Hotel Pearl,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,db0436b627bcc177e36e3e78e1161cfb,800
"Birla Road, Near Ramlila Ground Parking,",Har Ki Pauri,Haridwar,50.0,Airport Transfer Available / Surcharge|Currency Exchange|Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Wake-up Call / Service|Massage Services |Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Postal / Parcel Services|Room Service (24 Hours)|Parking (Surcharge)|Baggage Room|Courier Service|Parking Facility,0,29.9505108,78.1632744,Hotel Rajat,Hotel,22.0,2.6,Service Quality::2.5|Amenities::2.4|Food and Drinks::2.0|Value for Money::2.6|Location::2.8|Cleanliness::2.0,Uttarakhand,aa5469a249a219c63322a4d3c04ae7bf,800
"430, Chandakwadi, M G Road",Nashik Main Town,Nashik,78.0,Banquet Facilities|Bar / Lounge |Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Gift Shop |Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Wedding Services Facility|Catering|Multi Lingual Staff|Wake-up Call / Service|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|ATM / Banking|Fire Place Available |Wheelchair Accessibility - Room|Massage Services |Smoking Area |Open Air Restaurant / Dining |Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Express Laundry|Oxygen Cylinder (on request)|Board Room|City Shuttle Service| Drivers Rest Room|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Party hall|Air / Rail Booking|Baggage Room|Courier Service|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Outdoor Parking - Non Secured|Parking Facility|Restaurant|Room Service|Fire Safety,1,20.0057488262,73.7856540224,Hotel Panchvati Yatri,Hotel,214.0,3.8,Service Quality::3.7|Amenities::3.7|Food and Drinks::3.8|Value for Money::3.9|Location::4.0|Cleanliness::3.9,Maharashtra,f3a646451c661035e8dfeb67931439cb,1500
"Upper Reliance Fresh (Madan Gopal Road), Kesar Ganj",Others,Ajmer,,Doctor on Call|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Doorman|Family Room|Baggage Room|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility|Room Service|First-Aid Kit at Front Desk,0,26.4496246,74.6368603,Hotel Prince,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Rajasthan,f330aec2b82608044d7f38d8a4a0a99c,800
"241-247, Tara Nagar-D, Kalwar Road, Delhi Ajmer express highway , Jaipur",Ajmer Road,Jaipur,,Swimming Pool|Concierge|Doctor on Call|Internet Access - Surcharge|24 Hour Front Desk,3,26.9447557,75.7409112,Hotel Palak Paradise,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Rajasthan,6d7ac3d3332851f78e6e6373e70bbb2e,4000
"Near Modern High School, 1170/4, Jangali Maharaj Rd, Shivajinagar,",Shivaji Nagar,Pune,,Doctor on Call|Non Smoking Rooms|Parking Facilities Available|Front Desk|24 Hour Front Desk|Smoking Rooms|Extra Person / Child - Share the same room|Outdoor Parking - Non Secured|Parking Facility|Room Service|First-Aid Kit at Front Desk,0,18.5308225,73.8474647,Hotel Radiant,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,aaadb6abc318f34d07becc1153122a4d,800
"Main Road, Maharashtra Major State Highway 3, Sawe Wadi, Latur, Maharashtra 413512",Sawe Wad,Latur,,Doctor on Call|Parking Facilities Available|Front Desk,0,18.3987172,76.5746983,Hotel Radhika,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,692d0a9995eae3c89324e79de4d44839,800
"Phagwara Gate, Near Pratap Bagh, Chahar Bagh, Bajwa Colony, Jalandhar, Punjab 144001","Phagwara-Jalandhar Highway, NH 1",Jalandhar,,Parking Facilities Available|Separate Sitting Area|Smoking Rooms|Smoking Area |Extra Person / Child - Share the same room|Newspapers In Lobby|Parking Facility|Room Service,0,31.1235963,75.7724302,Hotel Rajan,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Punjab,a5ccb588a3f1eaaf07aa05b61e7b56fa,800
"Hadimba Road, Near Sagar Resorts, Manali",Hadimba Road,Manali,69.0,Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Multi Cuisine Restaurant,3,32.2396325,77.1887145,Hotel Paradise,Hotel,43.0,3.7,Service Quality::3.6|Amenities::3.5|Food and Drinks::3.5|Value for Money::3.7|Location::3.8|Cleanliness::3.6,Himachal Pradesh,3d094106c2a4688aa47f5e736e578307,4000
"Mahatma Gandhi Road, Opp DM Residence AGRA.",Fatehabad Road,Agra,77.0,Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Catering|Wake-up Call / Service|Porter / Bellhop|Suitable For Children|Conference Facility |Disabled Friendly Rooms|Kitchen available (home cook food on request)|Transfers Available|Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|Baggage Room|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility,2,27.17222,78.0091033,Hotel Pentas,Hotel,68.0,4.3,Service Quality::4.2|Amenities::4.2|Food and Drinks::4.3|Value for Money::4.2|Location::4.3|Cleanliness::4.5,Uttar Pradesh,2cbc9a8a5be53aa6b1f800fcac1759a7,2600
"Tilak Road, Ahmednagar",Bus Stand,Ahmadnagar,100.0,Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Business Center |Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|24 Hour Front Desk|Luggage Storage|Power Backup|Wake-up Call / Service|Fitness Equipment|Conference Facility |Smoking Rooms|Jacuzzi|Car Rental|Taxi Services|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access|Fire Safety,3,19.0867369,74.7327732,Hotel Raj palace,Hotel,2.0,2.8,Service Quality::3.3|Amenities::2.8|Food and Drinks::1.6|Value for Money::2.8|Location::2.3|Cleanliness::1.6,Maharashtra,ad8d36c554a62b48230e4994f2df919b,4000
"B-374, Meera Bagh, Outer Ring Road, Paschim Vihar",Paschim Vihar,Delhi,71.0,Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Conference Facility,3,28.65941811,77.0916214,"Hotel Picasso,Paschim Vihar",Hotel,14.0,4.0,Service Quality::4.1|Amenities::4.0|Food and Drinks::4.0|Value for Money::3.8|Location::4.0|Cleanliness::3.8,Delhi,347e8a03fb7a5ca34abe0582223c7bc1,4000
"27,Gulab Bagh Road",Lake Pichola Area,Udaipur,86.0,Airport Transfer Available / Surcharge|Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Smoking Rooms|Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Car Rental|Express Laundry|Taxi Services| Drivers Rest Room|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Parking (Surcharge)|Air / Rail Booking|Baggage Room|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access,2,24.5764631065,73.6952480306,Hotel Padmini Palace,Hotel,176.0,4.4,Service Quality::4.4|Amenities::4.4|Food and Drinks::4.2|Value for Money::4.4|Location::4.4|Cleanliness::4.3,Rajasthan,8267d101985c5308e24f7316934d6b55,2600
"Station Road, Bhuj Kutch",Station Road,Bhuj,,Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Internet Access Free|Room Service (24 Hours)|Airport Transfer Free|Room Service|Speciality Restaurant |Suites,3,23.2564812,69.6762411,Hotel Prince,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Gujarat,7033193bc7309c1911d63893d9b86f97,4000
"K 7.1st Phase,100Ft,Ring Road,KIADB Industrial Area,Jigani Anekal Tq,Bangalore",Other,Bangalore,77.0,Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|Air-Conditioning - Central|Welcome Drinks|Power Backup|Wake-up Call / Service|Smoking Rooms|Free Local Calls|Extra Person / Child - Share the same room,1,12.7105259,77.6911295,Hotel R V International,Hotel,9.0,2.9,Service Quality::3.0|Amenities::2.9|Food and Drinks::2.8|Value for Money::3.6|Location::2.9|Cleanliness::3.3,Karnataka,b3f873ea64c9f4bf56ae5abbfe3dfce0,1500
Kishan Pura Road Pushkar,Chawandia Road,Pushkar,100.0,"Banquet Facilities|Business Center |Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel|24 Hour Front Desk|Air-Conditioning - Central|Welcome Drinks|Power Backup|Gardens|Wedding Services Facility|Suitable For Children|Fax Machine|Free Local Calls|Picnic Area|Cell Phone Rental|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|In House Events |Car Rental|Express Laundry|Taxi Services|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Voicemail|Party hall|Baggage Room|Parking Facility",2,26.489749,74.5510856,Hotel Pushkar Anandam,Resort,8.0,3.7,Service Quality::3.9|Amenities::4.0|Food and Drinks::4.0|Value for Money::3.9|Location::4.0|Cleanliness::4.4,Rajasthan,c02d1858ad016041c73c80b5d11ddcc4,2600
48 Railway Link Rd Near St.Paul Church,St.Paul Church,Tarn Taran,,Doctor on Call|Lobby|Non Smoking Rooms|Front Desk|Doorman|Extra Person / Child - Share the same room|Family Room|Adjoining Rooms|Outdoor Parking - Secured|Fire Safety|Fire Exit Signs,2,31.4616728,74.9267229,hotel prince residency,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Punjab,174931e9cfa967b7b9683ec165735731,2600
"NEXT TO TITO'S LANE, OPP NAZRI RESORT, BAGA BEACH ROAD , BAGA , GOA, NORTH GOA",Baga Area,Goa,77.0,Airport Transfer Available / Surcharge|Bar / Lounge |Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Hookah Lounge|24 Hour Front Desk|Suitable For Children|Smoking Rooms| Bike on Rent|Extra Person / Child - Share the same room|Car Rental|Taxi Services|Food Facility|Internet Access Free|Room Service (24 Hours)|Spa Services Nearby|Air / Rail Booking|Baggage Room|Guide / Sightseeing Service|Parking Facility,0,15.5577959245,73.7555543587,HOTEL RADOS BAGA,Hotel,9.0,4.7,Service Quality::4.3|Amenities::4.3|Food and Drinks::4.1|Value for Money::4.6|Location::4.8|Cleanliness::5.0,Goa,7dcd3ae4260e528d46cf0e509601cdbd,800
"Opposite Shanti Kunj Ashram,Haridwar-Rishikesh Highway",Haridwar-Rishikesh Road,Haridwar,91.0,Airport Transfer Available / Surcharge|Business Center |Internet Access - Surcharge|Laundry Service Available|Front Desk|Multi Cuisine Restaurant |Doorman,3,29.9877213,78.1855581,Hotel Park View,Hotel,12.0,3.2,Service Quality::3.3|Amenities::3.5|Food and Drinks::3.0|Value for Money::3.6|Location::4.2|Cleanliness::1.0,Uttarakhand,c114ea1565b37fbd6a35d47d55957614,4000
"1-A, Tonk Road, Sawai Madhopur Ho, Sawai Madhopur - 322001, Balmandir Colony	 (Map)","1-A, Tonk Road, Sawai Madhopur Ho, Sawai Madhopur",Sawai Madhopur,,Concierge|Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|24 Hour Front Desk|Luggage Storage|Doorman|Kitchen available (home cook food on request)|Food Facility|Family Room|Room Service (24 Hours)|Parking (Surcharge)|Parking Facility|Room Service|Public Restrooms,1,26.0377772,76.3521514,Hotel Pink Palace,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Rajasthan,ad68945f7c32c258ff44feef7e54fe3f,1500
"hotel parijat, mission road, the mall manali",Mall Road,Manali,50.0,Doctor on Call|Lobby|Front Desk|24 Hour Front Desk|Power Backup|Room Service (24 Hours)|Room Service,2,32.2415294,77.1888121,hotel parijat,Hotel,2.0,2.5,Service Quality::4.0|Amenities::4.0|Food and Drinks::2.5|Value for Money::4.0|Location::4.0|Cleanliness::2.5,Himachal Pradesh,f6c2deb337659c13edd7b6a5baaf37cf,2600
"In Front of Temple Road, Khajuraho (M.P)",Temple Road,Khajuraho,,Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Translation Services|Wake-up Call / Service|Open Air Restaurant / Dining |Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|Guide / Sightseeing Service,0,24.8318452,79.9198549,Hotel Pramod Palace,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Madhya Pradesh,bbc332ec990320a32dc8c7857689233c,800
"Talala Road, (3 kms frm Gateway hotel), Sasangir, Gujarat",Sasan-Talaha Road,Sasan Gir,,Doctor on Call|Front Desk|24 Hour Front Desk|Free Local Calls|Outdoor Parking - Secured|First-Aid Kit at Front Desk,0,21.170602,70.5963974,Hotel RAINBOW,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Gujarat,5f307ca87cf38aa587c1930f4e2cd35a,800
"81-EC, Scheme No.94-C, Ring Road, Opp. Hotel Radisson, Indore",A B Road,Indore,82.0,Business Center |Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Power Backup|Audio - Visual Equipment|Fax Machine|Internet Access Free|Room Service (24 Hours)|Room Service,0,22.7502737912,75.9040906295,Hotel Prime Avenue,Hotel,34.0,3.9,Service Quality::3.8|Amenities::3.7|Food and Drinks::4.3|Value for Money::3.9|Location::4.1|Cleanliness::4.5,Madhya Pradesh,51c856082dd39c7e600c15ed3251caf0,800
"Chainpura Street , Gandhi Chowk Jaisalmer, Rajasthan, INDIA",Others,Jaisalmer,,Doctor on Call|Non Smoking Rooms|Front Desk|24 Hour Front Desk|Smoking Rooms|Room Service (24 Hours)|Adjoining Rooms|RO Water Purification System|Room Service|Fire Safety|CCTV,0,26.91621,70.9095755,Hotel Pleasant Haveli,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Rajasthan,1bc3e0211a32162bf4f0f8c084efae61,800
"Rangri, Kullu Manali National Highway, NH-21",Village Rangri,Manali,100.0,Doctor on Call|Dry Cleaning|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk,0,32.2242126465,77.1900558472,Hotel Preet,Hotel,3.0,4.0,Service Quality::3.7|Amenities::4.0|Food and Drinks::3.0|Value for Money::4.0|Location::3.7|Cleanliness::3.0,Himachal Pradesh,862a24829c346f6fa68c452899805abc,800
"OPP Petrol Pump,Mayapur,Nadia",,Mayapur,100.0,Parking Facilities Available|Front Desk,0,23.1251995,83.2044168,Hotel Plaza,Hotel,1.0,3.0,Service Quality::3.0|Amenities::3.0|Food and Drinks::3.0|Value for Money::3.0|Location::3.0|Cleanliness::3.0,West Bengal,69722ffc6a6054ea9d1350e015703385,800
"OPP. AMRAPALI CINEMA, GARH ROAD",Delhi - Meerut Road,Meerut,,Banquet Facilities|Doctor on Call|Laundry Service Available|Lobby|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Taxi Services|Newspapers In Lobby|Parking Facility|Room Service,2,28.9694706,77.7240292,Hotel Rajhans Regency,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttar Pradesh,12c479ba8cdd3a6e8f7719614fc3a511,2600
"Shoram Palace Rd, Bombay Kist, Ooty, Tamil Nadu 643001",Others,Ooty,,Doctor on Call|Parking Facilities Available|Front Desk|Power Backup|Parking Facility|Room Service|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,0,11.4128584,76.6930799,Hotel Pratham International,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Tamil Nadu,f2e0daea4d2cc6c64762d250e9a7fd4c,800
"139 / 1, Amli - Bopal Road, Off S. G. Road,Nr. Ashok Vatika And Iscon Circle, Ahmedabad",S.G. Road,Ahmedabad,77.0,Business Center |Doctor on Call|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Local Tour / Travel Desk|24 Hour Front Desk|Welcome Drinks|Power Backup|Gardens|Conference Facility |Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)| Cook Services|Parking Facility|Room Service|Suites,3,23.0032071,72.5969191,Hotel Planet Landmark,Hotel,27.0,4.2,Service Quality::4.3|Amenities::4.2|Food and Drinks::4.3|Value for Money::4.2|Location::4.3|Cleanliness::4.3,Gujarat,0084cc73b6e116e480a7dee412aec7f2,4000
"24A/7880, Arakashan Road,Pahar Ganj, Near Railway Station",Paharganj,Delhi,60.0,Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Power Backup|Transfers Available|City Shuttle Service|Internet Access Free|Room Service (24 Hours)|Parking Facility|Room Service,2,28.6480367,77.2129871,Hotel R.S. International,Hotel,5.0,2.6,Service Quality::3.0|Amenities::3.0|Food and Drinks::1.6|Value for Money::3.0|Location::3.0|Cleanliness::1.6,Delhi,0ecf4668dd12ccd80509389bb7b94458,2600
